pokedex_number,name,japanese_name,classfication,type1,type2,height_m,weight_kg,percentage_male,hp,speed,attack,sp_attack,defense,sp_defense,generation,is_legendary,base_egg_steps,experience_growth,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_happiness,base_total,abilities
596,Galvantula,Dentulaデンチュラ,EleSpider Pokémon,bug,electric,0.8,14.3,50,70,108,77,97,60,60,5,0,5120,1000000,75,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,472,"['Compoundeyes', 'Unnerve', 'Swarm']"
597,Ferroseed,Tesseedテッシード,Thorn Seed Pokémon,grass,steel,0.6,18.8,50,44,10,50,24,91,86,5,0,5120,1000000,255,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,70,305,['Iron Barbs']
598,Ferrothorn,Nutreyナットレイ,Thorn Pod Pokémon,grass,steel,1,110,50,74,20,94,54,131,116,5,0,5120,1000000,90,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,70,489,"['Iron Barbs', 'Anticipation']"
599,Klink,Giaruギアル,Gear Pokémon,steel,,0.3,21,,40,30,55,45,70,60,5,0,5120,1059860,130,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,70,300,"['Plus', 'Minus', 'Clear Body']"
600,Klang,Gigiaruギギアル,Gear Pokémon,steel,,0.6,51,,60,50,80,70,95,85,5,0,5120,1059860,60,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,70,440,"['Plus', 'Minus', 'Clear Body']"
601,Klinklang,Gigigiaruギギギアル,Gear Pokémon,steel,,0.6,81,,60,90,100,70,115,85,5,0,5120,1059860,30,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,70,520,"['Plus', 'Minus', 'Clear Body']"
602,Tynamo,Shibishirasuシビシラス,EleFish Pokémon,electric,,0.2,0.3,50,35,60,55,45,40,40,5,0,5120,1250000,190,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,275,['Levitate']
603,Eelektrik,Shibibeelシビビール,EleFish Pokémon,electric,,1.2,22,50,65,40,85,75,70,70,5,0,5120,1250000,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,405,['Levitate']
604,Eelektross,Shibirudonシビルドン,EleFish Pokémon,electric,,2.1,80.5,50,85,50,115,105,80,80,5,0,5120,1250000,30,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,515,['Levitate']
605,Elgyem,Ligrayリグレー,Cerebral Pokémon,psychic,,0.5,9,50,55,30,55,85,55,55,5,0,5120,1000000,255,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,335,"['Telepathy', 'Synchronize', 'Analytic']"
606,Beheeyem,Ohbemオーベム,Cerebral Pokémon,psychic,,1,34.5,50,75,40,75,125,75,95,5,0,5120,1000000,90,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,485,"['Telepathy', 'Synchronize', 'Analytic']"
607,Litwick,Hitomoshiヒトモシ,Candle Pokémon,ghost,fire,0.3,3.1,50,50,20,30,65,55,55,5,0,5120,1059860,190,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,70,275,"['Flash Fire', 'Flame Body', 'Infiltrator']"
608,Lampent,Lamplerランプラー,Lamp Pokémon,ghost,fire,0.6,13,50,60,55,40,95,60,60,5,0,5120,1059860,90,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,70,370,"['Flash Fire', 'Flame Body', 'Infiltrator']"
609,Chandelure,Chandelaシャンデラ,Luring Pokémon,ghost,fire,1,34.3,50,60,80,55,145,90,90,5,0,5120,1059860,45,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,70,520,"['Flash Fire', 'Flame Body', 'Infiltrator']"
610,Axew,Kibagoキバゴ,Tusk Pokémon,dragon,,0.6,18,50,46,57,87,30,60,40,5,0,10240,1250000,75,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,35,320,"['Rivalry', 'Mold Breaker', 'Unnerve']"
611,Fraxure,Onondoオノンド,Axe Jaw Pokémon,dragon,,1,36,50,66,67,117,40,70,50,5,0,10240,1250000,60,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,35,410,"['Rivalry', 'Mold Breaker', 'Unnerve']"
612,Haxorus,Ononokusオノノクス,Axe Jaw Pokémon,dragon,,1.8,105.5,50,76,97,147,60,90,70,5,0,10240,1250000,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,35,540,"['Rivalry', 'Mold Breaker', 'Unnerve']"
613,Cubchoo,Kumasyunクマシュン,Chill Pokémon,ice,,0.5,8.5,50,55,40,70,60,40,40,5,0,5120,1000000,120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,305,"['Snow Cloak', 'Slush Rush', 'Rattled']"
614,Beartic,Tunbearツンベアー,Freezing Pokémon,ice,,2.6,260,50,95,50,130,70,80,80,5,0,5120,1000000,60,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,505,"['Snow Cloak', 'Slush Rush', 'Swift Swim']"
615,Cryogonal,Freegeoフリージオ,Crystallizing Pokémon,ice,,1.1,148,,80,105,50,95,50,135,5,0,6400,1000000,25,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,515,['Levitate']
616,Shelmet,Chobomakiチョボマキ,Snail Pokémon,bug,,0.4,7.7,50,50,25,40,40,85,65,5,0,3840,1000000,200,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,305,"['Hydration', 'Shell Armor', 'Overcoat']"
617,Accelgor,Agilderアギルダー,Shell Out Pokémon,bug,,0.8,25.3,50,80,145,70,100,40,60,5,0,3840,1000000,75,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,495,"['Hydration', 'Sticky Hold', 'Unburden']"
618,Stunfisk,Maggyoマッギョ,Trap Pokémon,ground,electric,0.7,11,50,109,32,66,81,84,99,5,0,5120,1000000,75,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,70,471,"['Static', 'Limber', 'Sand Veil']"
619,Mienfoo,Kojofuコジョフー,Martial Arts Pokémon,fighting,,0.9,20,50,45,65,85,55,50,50,5,0,6400,1059860,180,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,350,"['Inner Focus', 'Regenerator', 'Reckless']"
620,Mienshao,Kojondoコジョンド,Martial Arts Pokémon,fighting,,1.4,35.5,50,65,105,125,95,60,60,5,0,6400,1059860,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,510,"['Inner Focus', 'Regenerator', 'Reckless']"
621,Druddigon,Crimganクリムガン,Cave Pokémon,dragon,,1.6,139,50,77,48,120,60,90,90,5,0,7680,1000000,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,70,485,"['Rough Skin', 'Sheer Force', 'Mold Breaker']"
622,Golett,Gobitゴビット,Automaton Pokémon,ground,ghost,1,92,,59,35,74,35,50,50,5,0,6400,1000000,190,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,70,303,"['Iron Fist', 'Klutz', 'No Guard']"
623,Golurk,Goloogゴルーグ,Automaton Pokémon,ground,ghost,2.8,330,,89,55,124,55,80,80,5,0,6400,1000000,90,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,70,483,"['Iron Fist', 'Klutz', 'No Guard']"
624,Pawniard,Komatanaコマタナ,Sharp Blade Pokémon,dark,steel,0.5,10.2,50,45,60,85,40,70,40,5,0,5120,1000000,120,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,35,340,"['Defiant', 'Inner Focus', 'Pressure']"
625,Bisharp,Kirikizanキリキザン,Sword Blade Pokémon,dark,steel,1.6,70,50,65,70,125,60,100,70,5,0,5120,1000000,45,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,35,490,"['Defiant', 'Inner Focus', 'Pressure']"
626,Bouffalant,Buffronバッフロン,Bash Buffalo Pokémon,normal,,1.6,94.6,50,95,55,110,40,95,95,5,0,5120,1000000,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,490,"['Reckless', 'Sap Sipper', 'Soundproof']"
627,Rufflet,Washibonワシボン,Eaglet Pokémon,normal,flying,0.5,10.5,100,70,60,83,37,50,50,5,0,5120,1250000,190,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,350,"['Keen Eye', 'Sheer Force', 'Hustle']"
628,Braviary,Warrgleウォーグル,Valiant Pokémon,normal,flying,1.5,41,100,100,80,123,57,75,75,5,0,5120,1250000,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,510,"['Keen Eye', 'Sheer Force', 'Defiant']"
629,Vullaby,Valchaiバルチャイ,Diapered Pokémon,dark,flying,0.5,9,0,70,60,55,45,75,65,5,0,5120,1250000,190,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,35,370,"['Big Pecks', 'Overcoat', 'Weak Armor']"
630,Mandibuzz,Vulginaバルジーナ,Bone Vulture Pokémon,dark,flying,1.2,39.5,0,110,80,65,55,105,95,5,0,5120,1250000,60,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,35,510,"['Big Pecks', 'Overcoat', 'Weak Armor']"
631,Heatmor,Kuitaranクイタラン,Anteater Pokémon,fire,,1.4,58,50,85,65,97,105,66,66,5,0,5120,1000000,90,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,484,"['Gluttony', 'Flash Fire', 'White Smoke']"
632,Durant,Aiantアイアント,Iron Ant Pokémon,bug,steel,0.3,33,50,58,109,109,48,112,48,5,0,5120,1000000,90,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,70,484,"['Swarm', 'Hustle', 'Truant']"
633,Deino,Monozuモノズ,Irate Pokémon,dark,dragon,0.8,17.3,50,52,38,65,45,50,50,5,0,10240,1250000,45,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,35,300,['Hustle']
634,Zweilous,Diheadジヘッド,Hostile Pokémon,dark,dragon,1.4,50,50,72,58,85,65,70,70,5,0,10240,1250000,45,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,35,420,['Hustle']
635,Hydreigon,Sazandoraサザンドラ,Brutal Pokémon,dark,dragon,1.8,160,50,92,98,105,125,90,90,5,0,10240,1250000,45,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,35,600,['Levitate']
636,Larvesta,Merlarvaメラルバ,Torch Pokémon,bug,fire,1.1,28.8,50,55,60,85,50,55,55,5,0,10240,1250000,45,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,70,360,"['Flame Body', 'Swarm']"
637,Volcarona,Ulgamothウルガモス,Sun Pokémon,bug,fire,1.6,46,50,85,100,60,135,65,105,5,0,10240,1250000,15,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,70,550,"['Flame Body', 'Swarm']"
638,Cobalion,Cobalonコバルオン,Iron Will Pokémon,steel,fighting,2.1,250,,91,108,90,90,129,72,5,1,20480,1250000,3,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,35,580,['Justified']
639,Terrakion,Terrakionテラキオン,Cavern Pokémon,rock,fighting,1.9,260,,91,108,129,72,90,90,5,1,20480,1250000,3,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,35,580,['Justified']
640,Virizion,Virizionビリジオン,Grassland Pokémon,grass,fighting,2,200,,91,108,90,90,72,129,5,1,20480,1250000,3,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,35,580,['Justified']
641,Tornadus,Tornelos (keshin Forme)トルネロス,Cyclone Pokémon,flying,,1.5,63,100,79,121,100,110,80,90,5,1,30720,1250000,3,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,90,580,"['Prankster', 'Defiant', 'Regenerator']"
642,Thundurus,Voltolos (keshin Forme)ボルトロス,Bolt Strike Pokémon,electric,flying,1.5,61,100,79,101,105,145,70,80,5,1,30720,1250000,3,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,90,580,"['Prankster', 'Defiant', 'Volt Absorb']"
643,Reshiram,Reshiramレシラム,Vast White Pokémon,dragon,fire,3.2,330,,100,90,120,150,100,120,5,1,30720,1250000,3,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,0,680,['Turboblaze']
644,Zekrom,Zekromゼクロム,Deep Black Pokémon,dragon,electric,2.9,345,,100,90,150,120,120,100,5,1,30720,1250000,3,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,0,680,['Teravolt']
645,Landorus,Landlos (keshin Forme)ランドロス,Abundance Pokémon,ground,flying,1.5,68,100,89,91,145,105,90,80,5,1,30720,1250000,3,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,90,600,"['Sand Force', 'Sheer Force', 'Intimidate']"
646,Kyurem,Kyuremキュレム,Boundary Pokémon,dragon,ice,3,325,,125,95,120,170,90,100,5,1,30720,1250000,3,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,0,700,"['Pressure', 'Teravolt', 'Turboblaze']"
647,Keldeo,Keldeo (itsumo No Sugata)ケルディオ,Colt Pokémon,water,fighting,1.4,48.5,,91,108,72,129,90,90,5,1,20480,1250000,3,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,35,580,['Justified']
648,Meloetta,Meloetta (step Forme)メロエッタ,Melody Pokémon,normal,psychic,0.6,6.5,,100,128,128,77,90,77,5,1,30720,1250000,3,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,100,600,['Serene Grace']
649,Genesect,Genesectゲノセクト,Paleozoic Pokémon,bug,steel,1.5,82.5,,71,99,120,120,95,95,5,1,30720,1250000,3,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,0,600,['Download']
650,Chespin,Harimaronハリマロン,Spiky Nut Pokémon,grass,,0.4,9,88.1,56,38,61,48,65,45,6,0,5120,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,313,"['Overgrow', 'Bulletproof']"
651,Quilladin,Hariborgハリボーグ,Spiny Armor Pokémon,grass,,0.7,29,88.1,61,57,78,56,95,58,6,0,5120,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,405,"['Overgrow', 'Bulletproof']"
652,Chesnaught,Brigarronブリガロン,Spiny Armor Pokémon,grass,fighting,1.6,90,88.1,88,64,107,74,122,75,6,0,5120,1059860,45,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,70,530,"['Overgrow', 'Bulletproof']"
653,Fennekin,Fokkoフォッコ,Fox Pokémon,fire,,0.4,9.4,88.1,40,60,45,62,40,60,6,0,5120,1059860,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,307,"['Blaze', 'Magician']"
654,Braixen,Tairenarテールナー,Fox Pokémon,fire,,1,14.5,88.1,59,73,59,90,58,70,6,0,5120,1059860,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,409,"['Blaze', 'Magician']"
655,Delphox,Mahoxyマフォクシー,Fox Pokémon,fire,psychic,1.5,39,88.1,75,104,69,114,72,100,6,0,5120,1059860,45,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,70,534,"['Blaze', 'Magician']"
656,Froakie,Keromatsuケロマツ,Bubble Frog Pokémon,water,,0.3,7,88.1,41,71,56,62,40,44,6,0,5120,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,314,"['Torrent', 'Protean']"
657,Frogadier,Gekogashiraゲコガシラ,Bubble Frog Pokémon,water,,0.6,10.9,88.1,54,97,63,83,52,56,6,0,5120,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,405,"['Torrent', 'Protean']"
658,Greninja,Gekkougaゲッコウガ,Ninja Pokémon,water,dark,1.5,40,88.1,72,132,145,153,67,71,6,0,5120,1059860,45,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,70,640,"['Torrent', 'Protean', 'Battle Bond']"
659,Bunnelby,Horubeeホルビー,Digging Pokémon,normal,,0.4,5,50,38,57,36,32,38,36,6,0,3840,1000000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,237,"['Pickup', 'Cheek Pouch', 'Huge Power']"
660,Diggersby,Horudoホルード,Digging Pokémon,normal,ground,1,42.4,50,85,78,56,50,77,77,6,0,3840,1000000,127,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,70,423,"['Pickup', 'Cheek Pouch', 'Huge Power']"
661,Fletchling,Yayakomaヤヤコマ,Tiny Robin Pokémon,normal,flying,0.3,1.7,50,45,62,50,40,43,38,6,0,3840,1059860,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,278,"['Big Pecks', 'Gale Wings']"
662,Fletchinder,Hinoyakomaヒノヤコマ,Ember Pokémon,fire,flying,0.7,16,50,62,84,73,56,55,52,6,0,3840,1059860,120,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,382,"['Flame Body', 'Gale Wings']"
663,Talonflame,Fiarrowファイアロー,Scorching Pokémon,fire,flying,1.2,24.5,50,78,126,81,74,71,69,6,0,3840,1059860,45,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,499,"['Flame Body', 'Gale Wings']"
664,Scatterbug,Kofukimushiコフキムシ,Scatterdust Pokémon,bug,,0.3,2.5,50,38,35,35,27,40,25,6,0,3840,1000000,255,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,200,"['Shield Dust', 'Compoundeyes', 'Friend Guard']"
665,Spewpa,Kofuuraiコフーライ,Scatterdust Pokémon,bug,,0.3,8.4,50,45,29,22,27,60,30,6,0,3840,1000000,120,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,213,"['Shed Skin', 'Friend Guard']"
666,Vivillon,Viviyonビビヨン,Scale Pokémon,bug,flying,1.2,17,50,80,89,52,90,50,50,6,0,3840,1000000,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,411,"['Shield Dust', 'Compoundeyes', 'Friend Guard']"
667,Litleo,Shishikoシシコ,Lion Cub Pokémon,fire,normal,0.6,13.5,11.2,62,72,50,73,58,54,6,0,5120,1059860,220,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,70,369,"['Rivalry', 'Unnerve', 'Moxie']"
668,Pyroar,Kaenjishiカエンジシ,Royal Pokémon,fire,normal,1.5,81.5,11.2,86,106,68,109,72,66,6,0,5120,1059860,65,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,70,507,"['Rivalry', 'Unnerve', 'Moxie']"
669,Flabébé,Flabebeフラベベ,Single Bloom Pokémon,fairy,,0.1,0.1,0,44,42,38,61,39,79,6,0,5120,1000000,225,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,303,"['Flower Veil', 'Symbiosis']"
670,Floette,Floetteフラエッテ,Fairy Pokémon,fairy,,0.2,0.9,0,74,92,65,125,67,128,6,0,5120,1000000,120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,551,"['Flower Veil', 'Symbiosis']"
671,Florges,Florgesフラージェス,Garden Pokémon,fairy,,1.1,10,0,78,75,65,112,68,154,6,0,5120,1000000,45,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,552,"['Flower Veil', 'Symbiosis']"
672,Skiddo,Meecleメェークル,Mount Pokémon,grass,,0.9,31,50,66,52,65,62,48,57,6,0,5120,1000000,200,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,350,"['Sap Sipper', 'Grass Pelt']"
673,Gogoat,Gogoatゴーゴート,Mount Pokémon,grass,,1.7,91,50,123,68,100,97,62,81,6,0,5120,1000000,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,531,"['Sap Sipper', 'Grass Pelt']"
674,Pancham,Yanchamヤンチャム,Playful Pokémon,fighting,,0.6,8,50,67,43,82,46,62,48,6,0,6400,1000000,220,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,348,"['Iron Fist', 'Mold Breaker', 'Scrappy']"
675,Pangoro,Gorondaゴロンダ,Daunting Pokémon,fighting,dark,2.1,136,50,95,58,124,69,78,71,6,0,6400,1000000,65,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,70,495,"['Iron Fist', 'Mold Breaker', 'Scrappy']"
676,Furfrou,Trimmienトリミアン,Poodle Pokémon,normal,,1.2,28,50,75,102,80,65,60,90,6,0,5120,1000000,160,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,472,['Fur Coat']
677,Espurr,Nyasperニャスパー,Restraint Pokémon,psychic,,0.3,3.5,50,62,68,48,63,54,60,6,0,5120,1000000,190,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,355,"['Keen Eye', 'Infiltrator', 'Own Tempo']"
678,Meowstic,Nyaonixニャオニクス,Constraint Pokémon,psychic,,0.6,8.5,50,74,104,48,83,76,81,6,0,5120,1000000,75,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,466,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']"
679,Honedge,Hitotsukiヒトツキ,Sword Pokémon,steel,ghost,0.8,2,50,45,28,80,35,100,37,6,0,5120,1000000,180,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,70,325,['No Guard']
680,Doublade,Nidangillニダンギル,Sword Pokémon,steel,ghost,0.8,4.5,50,59,35,110,45,150,49,6,0,5120,1000000,90,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,70,448,['No Guard']
681,Aegislash,Gillgardギルガルド,Royal Sword Pokémon,steel,ghost,1.7,53,50,60,60,150,150,50,50,6,0,5120,1000000,45,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,70,520,['Stance Change']
682,Spritzee,Shushupuシュシュプ,Perfume Pokémon,fairy,,0.2,0.5,50,78,23,52,63,60,65,6,0,5120,1000000,200,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,341,"['Healer', 'Aroma Veil']"
683,Aromatisse,Frefuwanフレフワン,Fragrance Pokémon,fairy,,0.8,15.5,50,101,29,72,99,72,89,6,0,5120,1000000,140,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,462,"['Healer', 'Aroma Veil']"
684,Swirlix,Peroppafuペロッパフ,Cotton Candy Pokémon,fairy,,0.4,3.5,50,62,49,48,59,66,57,6,0,5120,1000000,200,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,341,"['Sweet Veil', 'Unburden']"
685,Slurpuff,Peroreamペロリーム,Meringue Pokémon,fairy,,0.8,5,50,82,72,80,85,86,75,6,0,5120,1000000,140,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,480,"['Sweet Veil', 'Unburden']"
686,Inkay,Maaiikaマーイーカ,Revolving Pokémon,dark,psychic,0.4,3.5,50,53,45,54,37,53,46,6,0,5120,1000000,190,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,70,288,"['Contrary', 'Suction Cups', 'Infiltrator']"
687,Malamar,Calamaneroカラマネロ,Overturning Pokémon,dark,psychic,1.5,47,50,86,73,92,68,88,75,6,0,5120,1000000,80,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,70,482,"['Contrary', 'Suction Cups', 'Infiltrator']"
688,Binacle,Kameteteカメテテ,Two-Handed Pokémon,rock,water,0.5,31,50,42,50,52,39,67,56,6,0,5120,1000000,120,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,70,306,"['Tough Claws', 'Sniper', 'Pickpocket']"
689,Barbaracle,Gamenodesガメノデス,Collective Pokémon,rock,water,1.3,96,50,72,68,105,54,115,86,6,0,5120,1000000,45,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,70,500,"['Tough Claws', 'Sniper', 'Pickpocket']"
690,Skrelp,Kuzumoクズモー,Mock Kelp Pokémon,poison,water,0.5,7.3,50,50,30,60,60,60,60,6,0,5120,1000000,225,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,70,320,"['Poison Point', 'Poison Touch', 'Adaptability']"
691,Dragalge,Dramidoroドラミドロ,Mock Kelp Pokémon,poison,dragon,1.8,81.5,50,65,44,75,97,90,123,6,0,5120,1000000,55,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,70,494,"['Poison Point', 'Poison Touch', 'Adaptability']"
692,Clauncher,Udeppouウデッポウ,Water Gun Pokémon,water,,0.5,8.3,50,50,44,53,58,62,63,6,0,3840,1250000,225,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,330,['Mega Launcher']
693,Clawitzer,Blosterブロスター,Howitzer Pokémon,water,,1.3,35.3,50,71,59,73,120,88,89,6,0,3840,1250000,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,500,['Mega Launcher']
694,Helioptile,Erikiteruエリキテル,Generator Pokémon,electric,normal,0.5,6,50,44,70,38,61,33,43,6,0,5120,1000000,190,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,70,289,"['Dry Skin', 'Sand Veil', 'Solar Power']"
